name	replicate	time	YBL103C	YKL112W	YDR216W	YMR280C	YER040W	YGR142W	YNL036W	YML123C	YHR136C	YDR171W	YCR021C	YGR043C	YHR018C	YAL054C	YFL014W	YOR348C	YDL170W	YBR054W	YCR010C	YDR384C	YER150W	YPL061W	YKR075C	YLR009W	YPL111W	YOR388C	YJL172W	YPL012W	YOR100C	YMR169C	YNR046W	YJR110W	YMR193W	YGL254W	YLR174W	YER002W	YDL018C	YIL136W	YGR183C	YER158C	YJR148W	YNR064C	YGR067C	YPL265W	YKR056W	YCL064C	YJL063C	YDL160C	YIL037C	YLR327C	YDL091C	YHR051W	YHL028W	YMR229C	YOR206W	YJR094C	YIL155C	YJL088W	YLL011W	YNR028W	YDR043C	YDR258C	YKL071W	YNL194C	YLR276C	YLR438W	YNL037C	YKR009C	YKL015W	YGL009C	YPR002W	YDR361C	YLL033W	YOR302W	YNL270C	YFR022W	YAL062W	YDR523C	YPL036W	YJL217W	YOR056C	YBL042C	YLR130C	YLR267W	YHR029C	YOL014W	YNR053C	YLR258W	YDR380W	YLL034C	YDL110C	YER067W	YLR178C	YGL229C	YOR032C	YHR216W	YJL153C	YKL040C	YHR087W	YKL062W
BY4716.0	1	0	9.531639971	11.32400726	7.850137135	5.671940019	9.377923191	11.36228995	12.04657839	14.2779558	12.73985503	10.87889628	8.053347885	7.247161086	11.58089967	9.008643437	9.083837502	6.614183944	8.947945592	8.811781678	6.670331843	12.52125908	9.023695655	14.00418547	9.732840902	12.53931004	13.00440189	5.268197628	11.91456256	12.35279833	5.499313398	7.308852912	12.29466509	9.923570386	9.759945673	9.067912136	6.758823869	11.70405401	10.58529467	9.198552871	11.01389844	9.13942165	13.27230984	6.300303957	6.3955048	12.49159725	11.15401984	12.78364429	10.86016515	11.77567115	5.803368618	8.248153087	8.729228594	11.66205313	8.228133454	12.68168129	11.60684434	8.470410397	10.20036343	6.898034406	11.59588565	10.16998778	8.71448689	10.47199969	6.331407706	5.299119693	12.25665521	12.92325327	12.58292128	9.724239285	9.372894027	12.19222733	9.109922945	11.83577611	8.263173183	9.692287705	5.992218862	8.101458071	8.179214573	7.585036589	8.335667365	12.58473127	11.2075368	11.45899432	11.35562479	7.088976496	11.15726451	10.22291423	12.69579749	10.96649503	9.008119692	11.56447373	9.769378435	10.04398407	9.825272638	9.067818201	6.050580844	10.75201484	7.794825725	10.77903722	8.802693189	8.563038632
BY4716.10	1	10	9.58783932	11.11526454	9.153630166	7.590057758	9.389137858	11.79525734	12.73731017	13.88817265	12.15877922	13.35064998	9.14319058	7.959547749	11.79850988	9.475351503	10.16048512	11.50851795	9.476522926	10.37407086	7.067801102	12.29226765	10.04960323	14.16471046	10.13369197	10.86572666	14.15008749	5.590795326	12.54156041	11.1284667	6.719095043	7.695331052	11.33705629	10.38082087	9.444927883	8.887859669	6.919473655	10.43881434	11.13886773	10.76048585	11.7137697	9.736388398	13.85349014	6.935307371	6.647151484	13.85784518	8.821685878	13.25354226	10.90804352	12.03103906	5.898251826	11.32134297	9.534949551	12.06472036	10.45414699	12.12788848	10.29605105	8.384623271	11.45892222	6.274032159	8.584974894	10.38497676	9.941612172	12.17371003	6.749527189	6.874365863	10.64646638	13.46676147	12.77110193	10.01404275	9.348564279	12.23873783	9.758623457	11.09742803	7.633918903	9.008110584	6.185346474	8.346212651	8.873732387	6.327059241	8.198870797	12.71022264	9.734492057	9.579739651	10.52900983	9.77175541	11.1865811	9.381892375	9.262335051	12.97360487	10.44748776	10.13400522	11.41956604	12.76249744	11.26988518	10.03111014	6.228649146	10.78331455	7.620877147	10.718528	11.86985057	10.91861381
BY4716.20	1	20	9.948749983	10.69329399	8.41810193	7.658954332	10.04423631	9.836148507	13.0077289	12.84866487	10.65099898	12.89957606	7.313293558	8.800111617	13.48335934	10.16960466	11.71319944	12.07830025	10.31625299	10.53998896	6.986392734	11.24192372	10.2432416	13.86592112	8.934360308	8.06968022	14.31846639	5.398286146	13.45192219	8.051158773	7.737048025	7.741652937	10.47391593	10.43611233	9.989386535	9.57976294	6.229761295	9.683624434	11.40246205	11.22844351	12.04047064	9.96511854	14.24017263	7.640370006	7.290072047	13.80398524	7.927877508	13.70229401	11.39949842	11.95434941	6.21209919	10.76070289	9.901348484	12.43504406	10.32083725	10.18417554	6.68792369	8.009803363	11.10307718	8.698312873	8.220059324	10.25210933	9.896980992	11.99928013	6.82229145	7.427115064	8.589941785	13.85287257	13.0883786	10.39722323	9.456886458	12.01687332	10.69712401	10.24488572	7.99085837	10.276267	6.148447931	8.458034949	10.41989949	5.968408494	7.679502101	13.00181751	8.496714602	9.085690099	9.864494224	10.1574766	12.28738245	9.262288872	8.411743411	13.20818917	12.49652091	7.793653613	11.7228098	12.2534822	12.47687705	9.790358459	6.22255297	11.00576538	7.503948964	10.86291286	12.25527697	10.52637718
BY4716.30	1	30	10.10961617	10.441536	7.677307202	7.535761165	10.3166507	9.007856096	13.09139602	12.9479209	10.47808042	12.59175928	7.033145046	9.620020722	14.06198357	10.30990757	12.32576246	11.52845608	10.87228471	10.08022304	6.677430526	10.31753593	9.909711262	13.49679642	8.859273464	8.039285163	14.33151033	5.406395722	14.05101622	7.632534227	8.516262106	8.096139552	10.31411834	10.46094972	10.01026074	9.795709145	6.539578283	9.528440282	11.33860309	11.41545298	11.97314163	10.1682513	14.39388713	8.190078687	7.538078449	13.82195609	7.894204057	13.92180083	11.34945465	12.02389647	6.355463901	10.34863048	10.1711808	12.60394865	9.948872887	8.06209029	6.879960853	7.624640523	11.19413683	9.031057053	7.856621039	9.949654938	10.24563342	12.08549576	6.874096038	7.926667511	8.498566466	13.62647987	13.21469021	10.70087741	9.573523071	12.08722853	11.32750433	9.749606964	7.985494264	11.49059035	5.96040166	8.672856848	11.28045966	5.80852199	7.738004627	13.34614317	8.037295458	8.841335001	10.33467802	9.750601377	13.0571022	9.07213631	7.945285724	13.27848703	13.14119991	7.4121083	11.76979546	12.26428892	12.8243724	9.774120055	6.198245627	11.16196273	7.687627918	10.99885168	11.94814749	10.83127703
BY4716.40	1	40	10.31740555	10.21360471	7.606663172	7.508995092	10.80154216	8.840404199	13.23655054	13.56834279	10.63168312	12.08048188	6.932752484	10.09292762	14.32546776	10.26261299	12.54929072	10.76325756	11.31267914	10.08111782	6.700052823	9.956966197	9.720555776	13.18354637	8.879392602	7.986360561	14.44209356	5.394538587	14.33649206	7.655908218	9.163814945	8.118310352	10.10863987	10.62083552	9.694226857	9.859013029	6.902162442	9.389647944	11.35221647	11.19483091	12.11657017	10.12692898	14.44404657	8.031890271	7.829707078	13.8143825	8.312560251	13.90280199	11.21562881	12.04727718	6.637265916	9.888657479	10.09027378	12.6959574	9.574619607	7.709678818	7.0106925	7.721500181	11.19534885	10.01091699	7.521494377	9.691507291	10.33836618	12.10677271	7.226537077	7.668426829	8.898062811	13.53314025	13.21916163	10.73711775	9.529711751	11.91959643	11.65059661	9.538104185	8.032769931	12.58603978	6.48861149	8.796930269	11.88699409	5.841346684	8.006697205	13.52916753	7.953083663	9.331684009	10.8436827	9.557974105	13.57558989	8.887837067	7.775751377	13.2579859	13.42079283	7.340397301	11.59107715	11.73841348	12.99144525	9.649630677	6.286372961	11.13956091	7.955862648	11.12591998	11.68566751	11.12695538
BY4716.50	1	50	10.51886838	10.07046335	7.573548598	7.461715428	11.05615357	9.351735818	13.34549781	13.90689262	10.86529528	12.14967113	7.082296527	10.51282407	14.40132859	10.19633296	12.66494791	9.739203463	11.64804467	10.10127178	6.382619496	10.04017992	9.684739897	13.22797919	9.215496197	7.947594675	14.5359428	5.56295185	14.43743602	7.742232112	9.551920862	8.005529481	10.08651129	10.75015338	9.560939674	9.835813769	7.006367745	9.303558598	11.30617582	11.12278973	12.32722493	10.07476609	14.51638202	8.234688089	7.671056516	13.77154865	8.600881745	13.94706796	11.05758792	12.02707067	6.664001988	10.21210805	10.1793492	12.74834191	9.199601483	7.554965674	6.973990389	7.774456916	11.26210691	10.55529012	7.603012917	9.450592037	10.39689839	12.53308946	7.153289001	7.488658017	9.190922849	13.51035963	13.0631149	10.78393331	9.503903828	11.89410787	11.90521957	9.396255369	8.179824358	13.31889664	6.880759588	8.936040674	12.24910851	5.790029559	8.191231547	13.88291948	8.094259606	9.645154994	10.96823241	9.901802091	13.88107106	8.721766067	7.646819589	13.12561631	13.41543252	7.473974746	11.54463948	11.55346142	13.05253599	9.6875541	6.428761192	10.9518774	7.817126569	11.29235508	11.55761022	11.35639196
RM11.1a.0	2	0	9.692225555	11.00778674	8.142501583	5.813216267	8.905203712	10.70464953	12.05804567	13.30604126	9.128039516	10.46625893	8.492209697	7.440538377	11.04519957	9.097664042	10.36810582	9.188561192	8.983681679	8.375073033	7.50433026	11.4450848	9.070580851	13.97452264	10.51980973	12.80676891	12.89456284	6.698211058	12.5917692	12.21840322	6.002348917	7.592550586	12.16276991	9.954247999	10.20135867	9.527048906	7.134931329	11.80872811	10.33300938	9.216451515	11.77618024	10.57676804	11.35022335	6.202498477	6.108054883	11.98937145	11.15030347	11.49448162	11.25726526	11.24198038	6.052729569	8.732020339	8.9649372	12.61923948	9.316947719	12.45375296	11.92882134	5.610413836	10.57376986	8.540294169	11.5060316	10.38790982	9.913827134	9.554054094	6.619916713	6.350385174	12.33863007	13.44567209	12.08503388	9.567062439	9.234682588	13.69648157	10.21124656	12.05708688	8.954864496	9.666455989	6.254953736	7.838148628	6.624915777	8.746669145	8.81992549	4.888791955	11.5483713	12.21470365	11.50175374	6.361011105	10.04842075	12.38925176	13.13859677	9.756908469	8.811813422	11.4210738	10.62537075	10.62121569	10.19187942	7.569584354	9.423561866	11.10009749	8.674812262	10.62773606	8.964773852	9.551477724
RM11.1a.10	2	10	9.62716879	10.94404074	8.570355305	7.281584855	9.22082552	11.1292386	12.55631616	12.19076757	8.452158861	13.3433858	9.06923585	7.665067823	11.45351314	9.234991413	11.99886696	13.32856827	9.361387173	8.857345598	7.422006412	10.37424324	9.92506865	14.29369592	11.00624065	11.1601732	13.88124619	6.218492891	13.04545857	11.01242539	6.719248531	7.85901293	11.35916245	10.27141397	10.20226939	9.158141118	6.697627803	10.51225317	10.94004592	11.03617962	12.48522169	11.13924368	13.11254666	6.344943049	5.569209413	13.87885182	9.233013649	12.7374652	11.28025343	11.39975555	5.816327142	11.2475762	9.511670195	12.83785091	10.68425112	11.93281298	10.55932314	5.943852616	12.09073882	8.078836221	8.369163821	10.57410944	10.57035941	11.65196212	6.549073242	8.170101842	10.68452462	13.60719388	12.22725608	9.93626734	9.322138895	13.73863919	9.805448	11.31040887	8.29983584	8.691910863	6.084224796	7.953840514	6.633199409	7.432864584	8.144091062	4.872092491	9.82130725	10.88033298	10.64236474	7.342643143	10.37369923	11.87826765	9.669597327	12.43383864	9.4084136	9.659544924	12.07475808	13.01807702	11.01853035	8.464666137	9.430489752	11.02973715	8.377485078	10.643261	12.31632296	11.5072105
RM11.1a.20	2	20	10.35317124	10.41511953	8.23417282	7.224202287	10.0358724	8.760818914	13.09492371	10.31122028	7.620363436	12.62191245	7.756097991	8.44675769	13.65871873	10.04757483	13.06551081	13.62494338	10.28947426	9.002911765	7.175638582	9.065721757	10.27317734	14.17572813	9.67270202	7.755936155	14.11213974	6.378224389	14.01513128	7.509693092	8.129111861	8.241121952	10.25577861	10.30504285	10.69453866	9.454325603	6.441622279	9.721538572	11.22538615	11.58219368	12.66045524	10.92671313	13.81533567	6.558489402	5.545262754	13.8689357	8.2695561	13.69658981	11.68702052	11.37249087	6.094397826	10.48565571	9.994855892	13.21254729	10.20569427	10.09310562	7.101043508	5.854216679	11.72858677	10.40271251	8.240391508	10.38030532	10.42534461	11.69676436	6.537374177	8.523654172	7.96896766	13.92637756	12.92825456	10.45330224	9.351364468	13.71720187	11.24127126	10.27348282	8.551953037	10.08406519	6.151168603	7.779004841	7.957355085	6.806452682	8.262393748	4.905113442	8.856607535	10.00758346	9.650672854	8.897587254	11.64067105	11.11332772	8.581150392	12.85201139	11.35416095	7.638224067	12.11306236	12.10875	12.09979061	8.960183867	9.384286102	11.1775928	8.629709108	10.84769913	12.43096057	11.13368756
RM11.1a.30	2	30	10.41215922	10.423496	7.777279056	7.198665666	10.24355278	7.923501402	12.97735134	10.58905655	7.507331841	12.00390113	7.189809829	8.813814816	14.09099244	10.15396888	13.31500699	13.59179213	10.65476892	8.601293213	6.962218021	9.034244052	9.963620004	13.87242979	9.619538859	7.91516588	14.2850938	6.306413688	14.4648468	7.328209442	8.98134157	8.467305591	10.17524932	10.42855554	10.60549089	9.522277781	6.675898439	9.766860399	11.29373806	11.40628295	12.23244667	10.89446385	14.02490044	7.059520368	5.843590266	13.858358	8.509565485	13.85428854	11.87360672	11.28478587	6.131047671	9.498017083	10.02400532	13.28885161	10.14247869	8.321270277	7.169115563	5.913802337	11.55702865	10.40816548	8.002011846	10.16171329	10.5481422	11.56691203	6.757168919	8.437564868	8.087192444	14.01815804	13.30170527	10.67812813	8.976694468	13.57973911	12.05866392	9.779645592	8.693763258	11.1037056	6.085649523	8.010782636	8.832926794	6.577552397	8.494655449	4.815131711	8.715214277	10.12815536	10.34340395	8.610194479	12.47741961	10.66042852	8.341099682	12.57075863	11.84545988	7.722879515	11.97795119	11.37311408	12.55927509	8.693796711	9.415876416	10.98616745	8.935336011	10.80049811	11.95510932	11.43069289
RM11.1a.40	2	40	10.57481538	10.2061831	7.676529914	7.409726327	10.72548947	7.548375416	12.97636853	11.02976585	7.229044396	11.67799436	7.118825712	9.172510347	14.34125922	10.06697195	13.27013706	13.57332277	10.89327716	8.59077678	6.758981056	9.238315091	9.795142663	13.44277951	9.37339467	8.059621728	14.47204796	6.080719017	14.5622226	7.968983152	9.675266927	8.511584712	10.21872102	10.54320967	10.46348582	9.581751887	6.529679824	9.668065132	11.23873726	11.48696616	12.66142814	10.80535538	14.14525605	7.701220559	5.916381564	13.90845729	8.711329304	13.84521837	11.58874048	11.16240362	6.400015201	8.802890757	10.20249046	13.34216947	10.2510119	8.374792344	7.610656784	5.537494924	11.52717592	10.53680104	8.032765626	9.999066933	10.60650724	11.727994	6.671349672	8.200629573	8.681353263	14.14998412	13.31664856	10.66314786	9.153005769	13.41282054	12.23716673	9.571134618	8.512077525	12.15952233	6.149704716	7.895386349	8.895501427	6.327323492	8.884100571	4.726358545	8.843656759	10.50257196	10.67927863	8.639205439	12.81063416	10.44676749	8.189862989	12.46560512	11.95353476	8.152619523	11.78473824	11.07329148	12.4845537	9.090499504	9.852596537	10.88971657	9.213390041	10.97485322	11.65303977	11.6172843
RM11.1a.50	2	50	10.54294444	10.12504729	7.880112792	7.366384487	10.73636257	7.684572216	13.04225965	10.98973409	7.387859527	11.56693123	6.931195272	9.868433529	14.38566092	10.21141227	13.27163271	13.28924839	11.24785753	9.101124431	6.804565169	9.32205757	9.890691141	13.0660046	9.503241039	8.363117059	14.45311898	6.140860266	14.61448144	8.071867798	10.26153233	8.722665207	10.07257941	10.61504208	10.30554931	9.555354283	6.864764531	9.551122128	11.23715905	11.60968757	12.79363155	10.83232002	14.19934475	7.884942669	6.024335753	13.716142	8.79631312	13.79216051	11.38423555	11.02918712	6.366820684	8.664551365	10.16448685	13.35726132	10.00343113	8.566474733	7.638013403	5.66673429	11.61275076	10.95637556	7.686184666	9.929902218	10.79197566	11.67368001	7.068149828	8.345327149	9.141261214	14.06766397	13.22276399	10.96621398	9.119377719	13.15681016	12.25422013	9.634875795	8.727577991	12.27718481	6.436467784	8.386455647	9.880889386	6.534921746	9.249788989	4.937352727	8.969452808	10.93830937	10.89087691	8.859618379	13.15522565	10.31303244	8.050827579	12.51544908	12.13601389	7.93891331	11.67670876	10.91852796	12.63716611	9.029223581	9.661702936	10.60158011	9.164748821	11.053779	11.66261538	11.86713069
X11_3_b.0	3	0	9.556542684	11.23172477	8.744938624	5.783967925	9.226746353	11.68862151	12.41288711	14.18784283	12.91104731	11.0359016	7.982304246	7.799723571	11.93373391	9.136960912	9.600683831	7.328411141	9.132811147	7.825657223	7.244786524	12.26515103	8.201909407	13.99406022	9.944831091	12.72448907	13.03129925	5.877907464	11.4047533	12.37840198	5.385922106	7.156566898	12.21214496	9.81790248	9.820093792	9.404475994	6.957135939	11.86292678	11.06608554	8.911702066	11.02313264	9.811757917	12.84914439	6.279026395	5.803749516	12.53724687	11.34648553	12.86158903	10.99901369	10.90786386	5.802444885	8.54323468	8.636730351	11.71483374	6.935684906	12.7586845	11.89670575	5.575280151	9.727752246	9.174162213	11.5315396	10.18088058	8.864625022	10.96671963	6.676188448	5.889258671	12.27267567	11.55090428	12.17036218	9.65619093	9.632848811	11.50834835	8.865222809	11.9593091	9.101194708	10.05759132	6.000168481	7.741918743	7.412563401	7.877112765	8.665208081	12.1970667	11.333899	11.36763132	11.00342757	6.714032453	10.6678586	12.78385025	13.0423264	9.799801977	10.52447077	11.68323848	9.721028725	9.696601945	9.687437228	8.246103895	6.091750286	10.3275627	8.138669972	10.89157923	8.295200829	8.754399008
X11_3_b.10	3	10	9.547031714	11.07467339	9.87868854	6.486214673	9.42782598	11.92655119	12.95745252	13.8948757	12.48392342	13.00224513	8.454616179	8.169914921	12.15221697	9.499464743	10.71122109	12.63492896	9.384973639	8.485658078	6.980299979	11.68987333	8.817379071	14.22137498	10.1070132	11.11215084	14.19549522	5.51070149	12.50655107	11.43662624	6.277088964	7.480416001	11.52825425	10.21844245	9.778578037	9.182822375	6.45132002	10.72063068	11.59567754	9.791111214	12.18072466	9.751865374	13.71789259	5.889934462	5.433046577	13.94380241	9.529170252	13.35558917	11.03996088	11.3021515	6.102527037	10.80804754	9.259645637	12.30105284	9.122494969	12.33387387	10.66217436	5.679184536	10.62510314	8.508542412	8.952601807	10.069602	9.621610769	12.11339817	6.366938058	6.274283806	10.72926783	12.69853008	12.59617417	9.869252017	9.781465331	11.78960426	9.72631368	11.37470084	8.459593109	9.216404141	5.703248635	7.453945987	7.410526875	7.151131331	8.032496599	12.52527555	9.798784647	9.434089441	10.18134428	9.217561523	10.86407841	12.61151907	9.669542697	11.71103901	11.7519447	10.24982093	11.24174889	11.64810207	9.709994727	9.204681593	5.941186985	10.39370465	7.361215932	11.30055989	11.13436881	10.90114918
X11_3_b.20	3	20	9.810513189	10.78882237	9.530744488	6.687595055	9.985318113	10.44459237	13.20964403	12.71223005	10.73657969	12.21799373	7.677335298	8.972243883	13.52508551	9.975388971	11.28454829	12.71498214	10.00503893	8.847111421	6.769671209	10.19103303	8.696357018	14.04593602	9.595205383	9.100035181	14.32399957	5.224010225	13.64772779	8.797282107	7.22785223	7.596918931	10.72675079	10.33189869	10.35870108	9.702064899	6.270738995	10.15714265	11.9400155	10.04673403	12.34943572	9.667986448	14.13920099	6.396682093	5.549661183	13.87775977	9.050293471	13.60776556	11.41127553	11.24005117	6.216952134	10.46063991	9.70699274	12.72603716	8.875607687	10.49529258	8.168680134	5.636832466	10.25304702	10.00028729	9.050089677	9.974980508	9.645970141	11.85584995	6.646075571	6.361499217	8.547730646	13.48757889	13.20187737	10.16739468	9.991641538	11.71287943	11.44973237	10.74496752	8.927782379	10.44005966	5.18600796	7.638739273	8.339164152	6.576270264	7.645821094	12.96364395	8.952315318	8.751053886	9.727467308	9.259814812	12.00577174	12.01240609	8.742290762	12.09507618	12.78187189	8.554011439	11.62759457	11.09350486	10.46708509	9.414317284	5.826717457	10.4477097	7.847105132	11.6901539	11.00685587	10.44804779
X11_3_b.30	3	30	9.852865072	10.45593981	8.62406203	6.895558034	9.986190107	9.414630209	13.21714303	12.79534779	10.70339813	11.74844367	7.37283165	9.5243113	13.91392527	10.24628288	11.44611626	12.20269455	10.20233214	8.042235196	6.701261217	9.688771036	8.080642637	13.58550079	9.375328947	9.122896822	14.43655599	5.502026881	14.02678702	8.834100777	7.689280071	7.703342546	10.78738338	10.28775441	10.53156015	9.545412179	6.479237862	10.34767719	11.65704683	10.23702246	12.08868487	9.786708002	14.28188945	6.53869982	5.88604521	13.7567257	9.059120215	13.75156089	11.59173406	11.12625841	6.528850785	9.908322432	9.847469806	12.79979582	8.740113378	8.936397737	8.224552427	5.6691866	10.1482268	9.84655899	8.799670193	9.590806136	9.897912321	11.79084489	6.850762582	6.1310757	8.931161776	13.63472935	13.52075801	10.420408	9.78378563	11.51619301	12.05161843	10.48289776	8.863022551	11.27845799	5.363796111	7.830087769	8.897367703	6.27394593	7.512561508	13.37434957	8.866815873	8.733043753	10.19339418	8.411828709	12.77451687	11.83238188	8.496147325	12.13892682	13.10648806	8.762759077	11.5480649	11.26555996	11.0406184	9.370697659	5.948290928	10.41932325	7.938881672	11.47797988	10.54155628	10.63131089
X11_3_b.40	3	40	10.17461935	10.28452967	8.407442838	6.810994338	10.7488419	8.431211739	13.34977849	13.3690664	10.80914086	11.24477042	7.195256545	9.908744963	14.21449618	10.20414815	11.40891879	11.874333	10.80700683	8.194809899	6.264642445	9.490260292	8.391846362	12.9688688	9.135753845	8.907682972	14.55746833	5.478067731	14.30367568	8.802630929	8.183378631	7.879877978	10.54392069	10.75745552	10.44316556	9.528735448	6.373524636	10.08263563	11.85656714	10.35657693	12.71215575	9.985545961	14.34433414	6.91287404	5.981628277	13.86247069	8.860121146	13.78123926	11.58692922	11.02506206	6.724819619	9.283101577	9.791077527	12.78000121	8.839623439	8.69472608	8.13391199	5.64445131	10.05922715	10.89806242	8.447587847	9.495328193	10.34518022	11.77763418	7.269318573	6.214010086	9.149647275	13.67436727	13.35725314	10.49812711	9.750540522	11.36080594	11.90838069	10.41260052	8.925333344	12.69384496	5.423985839	7.943943013	9.262672233	6.609526312	7.752754097	13.64743616	8.475054957	9.183619961	10.65996172	8.685631122	13.26201936	11.62707773	8.025573215	12.28393824	13.23643507	8.319572038	11.67092308	11.00949996	11.29143757	9.37250317	6.36804748	10.22643032	8.214894402	11.78876247	10.50191756	10.9817305
X11_3_b.50	3	50	10.3712073	9.698983091	8.509685058	7.007438722	11.0709809	7.875590447	13.54626459	13.60998529	10.59478639	10.96643093	6.979487226	10.48834688	14.36091128	10.23355214	11.75417468	11.7315015	11.16433659	8.220962301	6.352414742	9.582802545	8.420899824	12.61670502	9.053539867	8.528877636	14.56049173	5.285150264	14.4994434	8.636827262	9.045997187	8.004550794	10.40957426	10.93183454	10.08225216	9.270168469	6.576893164	9.640634557	11.88433685	10.45595274	12.57587016	10.09064317	14.40055571	6.942368574	6.438317251	13.82354054	8.841725005	13.76577383	11.16104549	10.98611417	7.000270421	8.684430231	9.848137377	12.93116565	8.494632926	8.593287766	7.938605784	5.798082809	10.45919187	11.60905602	8.165726666	9.247913168	10.652858	12.06666894	7.51371189	6.253223962	9.485477733	13.5073325	12.99887661	10.86982063	9.699266021	11.30480786	11.57951896	10.04521347	9.008044469	13.18053242	5.873854911	8.261353312	9.502402692	6.243197454	8.559002819	13.74526094	8.590716887	9.683018466	10.98697102	9.005772535	13.59904127	11.34645173	8.224972648	12.43882561	13.47797764	8.279979606	11.59591197	10.93397536	11.61244567	9.882264459	6.621358305	9.924911285	8.409484348	11.86877133	10.74669623	11.51005313
X2_1_d.0	4	0	9.250700938	11.10132335	8.352874596	6.62489185	9.117524254	10.78743307	12.67821455	13.24034531	9.392746809	11.79981366	8.882457645	8.827871135	10.96125389	9.474078246	13.61587833	7.913713149	8.198032373	7.252209344	7.304774727	12.20622996	10.4336778	14.11388254	10.01094378	12.59662959	13.27965439	5.590773164	12.37586096	12.01546572	6.105370631	8.650250087	11.9724532	9.840626105	9.967372978	9.28297916	6.890071789	11.74364617	11.31934357	10.48160648	12.34897178	10.02380835	12.70378219	6.091985644	6.045192747	12.1955737	10.7566813	11.14407514	10.86395558	11.92960055	5.703325637	11.0601565	8.975892663	12.77182157	8.611328761	12.59596894	11.67722924	7.524759131	11.12849083	6.853295307	11.40783247	10.43016049	9.296727976	9.805948263	6.004585878	9.05798124	12.0446516	13.27920232	12.71247784	9.903584498	9.18420262	11.68030785	10.29786461	11.83362952	8.582563781	9.737815272	5.387485132	7.636602425	6.736302956	7.897157329	8.394831804	4.903011108	11.08076884	10.84034243	10.51940437	6.766218292	10.78090669	10.02858824	12.69586306	12.29616841	8.590420521	11.38313852	10.77487046	12.80445883	11.2872541	9.225562784	8.54754878	10.96142135	8.164872547	10.8917928	11.46770487	10.55266451
X2_1_d.10	4	10	9.288089738	10.92726547	9.002875019	7.440023921	9.131273037	10.77541168	12.88558003	12.27945852	8.406552447	13.21335776	7.717046929	9.498272232	11.15370467	9.606931016	13.90982161	12.59758458	8.723766981	7.632213619	7.289983116	11.87520232	10.95057587	14.17587881	10.09571252	11.34770078	14.21310254	5.267452366	12.67533199	11.0518659	6.835256303	9.512473294	11.30585605	10.16108771	10.11512228	9.074788684	6.665666865	10.83018553	11.38130751	11.54700543	12.55695599	10.3870653	13.45626835	6.165426331	5.792623928	13.72080313	9.12845324	12.35297313	11.06393399	11.96650721	5.453281017	11.83016194	9.669607879	12.87101669	10.08984521	12.20523001	10.69857116	7.929246997	12.07878794	6.474118807	9.231115439	10.62299977	10.35736123	11.33721885	6.028545086	8.862500799	10.97524135	13.64318079	12.90329093	10.08670793	9.142787558	11.68213777	10.08989764	11.21908825	8.081547735	8.87562778	5.513784197	8.059795956	6.98544613	6.858804428	8.069769498	4.713510316	9.90047251	9.690032981	9.912237009	7.527232527	10.99414234	9.338972793	9.714433811	13.30920859	9.528508134	10.19609544	11.98689147	13.23329349	12.40616794	9.976794491	9.100249046	11.00199267	8.329530151	10.71470772	12.80284383	12.1394976
X2_1_d.20	4	20	9.476753824	10.60023261	9.864962394	8.273805674	9.337272174	9.409201199	12.9486264	8.59741826	7.334351564	13.11578394	6.975028593	10.31732196	12.48641211	10.44150596	14.41331622	13.32623079	9.005172613	8.15985536	7.342068385	10.43235662	11.43613629	14.00401222	9.798606726	8.357190851	14.25764698	5.432559316	13.62951183	7.971666615	8.140092514	10.44398698	10.35344126	10.18166253	10.41447246	9.595985616	6.337839297	9.961988736	11.65259014	12.32440255	12.92929888	10.41525992	14.0229154	6.678546351	6.295546463	13.61349394	8.156316267	13.7388389	11.48150296	11.95723968	5.859752583	12.15821816	9.965339722	13.14556477	9.731798232	10.68798989	7.270012639	7.41505787	12.2139156	8.012471402	8.376033815	10.57241801	10.04299973	11.59908223	5.9326192	9.689465583	8.578613496	13.94861981	13.05941702	10.56180136	9.148902056	11.53846263	10.26726143	10.32118388	8.173910122	8.878979964	5.486314515	8.431168611	8.497409674	6.572740462	7.700535541	4.750104135	8.530063367	9.4482028	9.229351945	8.648543015	11.73108699	8.975876235	8.292125941	13.59344774	11.65969891	7.547023839	12.29310708	13.21629047	13.34876234	10.0715715	8.378604606	11.10334893	8.06336779	10.72353373	13.60127757	11.98338743
