name	replicate	time	YBL103C	YKL112W	YDR216W	YMR280C	YER040W	YGR142W	YNL036W	YML123C	YHR136C	YDR171W	YCR021C	YGR043C	YHR018C	YAL054C	YFL014W	YOR348C	YDL170W	YBR054W	YCR010C	YDR384C	YER150W	YPL061W	YKR075C	YLR009W	YPL111W	YOR388C	YJL172W	YPL012W	YOR100C	YMR169C	YNR046W	YJR110W	YMR193W	YGL254W	YLR174W	YER002W	YDL018C	YIL136W	YGR183C	YER158C	YJR148W	YNR064C	YGR067C	YPL265W	YKR056W	YCL064C	YJL063C	YDL160C	YIL037C	YLR327C	YDL091C	YHR051W	YHL028W	YMR229C	YOR206W	YJR094C	YIL155C	YJL088W	YLL011W	YNR028W	YDR043C	YDR258C	YKL071W	YNL194C	YLR276C	YLR438W	YNL037C	YKR009C	YKL015W	YGL009C	YPR002W	YDR361C	YLL033W	YOR302W	YNL270C	YFR022W	YAL062W	YDR523C	YPL036W	YJL217W	YOR056C	YBL042C	YLR130C	YLR267W	YHR029C	YOL014W	YNR053C	YLR258W	YDR380W	YLL034C	YDL110C	YER067W	YLR178C	YGL229C	YOR032C	YHR216W	YJL153C	YKL040C	YHR087W	YKL062W
X12_1_d.20	10	20	10.14300908	10.34274325	7.11760811	7.046858539	9.988430475	10.44097121	13.30864934	13.18930703	11.42633986	12.36190307	7.752806216	8.386105592	13.87128653	10.07141604	12.36613393	12.54884773	10.64412492	8.724753979	7.155423602	9.892971728	10.08311087	13.93237892	9.43820483	8.336627896	14.19385441	8.772983563	13.96734386	8.146126166	7.32983298	7.989479916	10.61196265	10.28729496	10.56291499	9.447069863	6.052524441	10.05195485	11.4115801	10.88354627	12.25947099	9.135366156	14.20423723	6.595865391	5.906888311	13.83015625	8.16193617	13.74459722	11.34783411	11.10873014	6.694856361	9.378507679	9.783184981	12.96059901	9.400281461	10.7042983	7.786080646	6.911301863	10.91251285	9.626684155	8.486500297	10.05690203	10.37645997	11.83347388	6.696615519	6.684093345	8.395668128	13.55437707	12.86628125	10.52777221	9.659808572	14.06731564	10.87206929	10.74269844	8.617299441	10.38695346	5.537015293	7.948552735	8.470423195	6.488939657	7.380357348	4.820894942	8.746433338	9.555543514	9.888671807	9.981585455	12.64728343	11.88019575	8.430552333	12.33250244	11.38716039	8.036521879	11.62558925	11.65612744	11.41046281	9.573923229	7.284640979	11.05053038	8.54563926	11.35192264	11.08978855	10.63253759
X12_1_d.30	10	30	10.3722111	10.10848168	6.865200841	7.041086635	10.39556845	8.947941428	13.32103739	13.17892384	10.98728625	11.94418097	7.379986951	9.223871643	14.2307183	10.22335352	12.48563301	12.50332493	11.12922477	8.660829688	6.922529109	9.445240676	9.921580238	13.61230263	9.079931419	7.818495577	14.26962601	8.929182768	14.38976501	7.800964234	8.39920053	8.294979224	10.38599435	10.40601144	10.55756386	9.693103303	6.150932588	9.922223697	11.62261402	11.1425953	12.49746452	9.583912924	14.41412263	7.182221466	6.371257798	13.87264556	8.048934668	13.80999119	11.30585826	11.10121865	6.923161081	8.816777271	9.803587021	12.96948145	9.343688759	8.60700014	7.545064158	6.535198148	11.0718295	9.729360674	8.027755936	9.828392275	10.35147394	11.94204864	6.540078168	7.127148174	8.535621687	13.61700069	13.15089127	10.78927185	9.502886797	14.15497126	11.65448064	10.35598032	8.709312611	11.69088971	5.750990004	8.079235152	8.946007623	6.14418194	7.792019329	4.587222846	8.470634981	9.646612929	10.58160086	9.25490445	13.37113949	11.36530688	7.872635935	12.5821441	12.56433867	7.780202881	11.64040663	11.67253401	12.00365253	9.457074999	7.680967229	11.0353643	8.976350764	11.63216654	10.88899334	11.20572357
X12_1_d.40	10	40	10.73071752	9.786791249	6.463113959	7.050547964	10.89767207	7.787531559	13.64743493	13.16100312	10.76841749	11.38322474	7.040476001	9.902133527	14.48713308	10.31938121	12.55741499	12.12826853	11.64834566	7.909607458	6.47914366	9.256278664	9.728754658	13.28466891	8.738104073	7.431545998	14.38247917	8.809378077	14.49512024	7.690554871	9.555593721	8.606931271	10.05442919	10.90891494	10.27692793	9.340928284	6.285229651	9.742919097	11.54664819	11.23200844	12.73685605	9.4191072	14.43179052	7.180295737	6.208573765	13.74325917	8.082445552	13.89151562	11.03242146	10.94453846	7.2782901	8.413097675	10.11157583	13.27437528	9.238843946	8.119751519	7.110067238	6.887795672	11.0867271	10.80792619	7.780137915	9.559142558	10.94829159	12.20536177	6.809698269	6.816280037	8.96516907	13.55243436	12.95407671	10.92424196	9.601446946	14.11090265	11.7577353	10.0145837	8.894237119	12.61635772	5.911402372	7.908128631	9.598068245	6.148484283	7.755353251	4.643588302	8.340581306	10.00993011	10.99584827	8.926808195	13.845718	10.89704603	7.326498969	12.68487804	13.05274166	7.385172468	11.69964605	11.4645421	12.25144248	9.560813407	7.943996573	11.02683368	8.974867031	11.81347055	11.10031322	11.33500664
X12_1_d.50	10	50	10.81341839	9.653543757	6.936946011	6.960275652	11.39390199	7.631927631	13.77164318	13.30771831	10.51165891	11.28762197	6.87285251	10.34211731	14.51765225	10.40499477	12.34494716	12.06958007	12.06735838	8.479482425	6.544242147	9.692203525	9.814438328	13.22510232	8.730092286	6.810643128	14.46501606	8.583960135	14.617537	7.480379593	10.40385802	8.689348673	9.633275213	11.15476236	9.811611308	9.258160533	6.374600345	9.114071168	11.59981111	10.98377602	12.87732736	9.736303036	14.41532308	7.784484153	6.631634331	13.75072236	8.336739463	13.91434733	10.54118474	11.13427347	7.703639591	8.068448233	9.96651153	13.31948197	8.894381953	8.374290126	7.105717382	6.98003846	11.55262755	11.60361853	7.63764962	9.43071183	11.34261452	12.2337726	7.166230136	6.969468519	9.446397282	13.57700894	12.62297082	11.24954878	9.273224477	13.9441607	11.86353107	9.658326978	9.159779523	13.28559748	6.695835398	8.17070113	10.07223983	6.411046262	8.736891067	4.721344575	8.358939099	10.49499217	11.37729268	9.028298308	14.12882737	10.81406483	7.436796284	12.75864396	13.39122233	7.421135987	11.48241495	11.00744549	12.3772878	9.688567465	8.5062261	10.72782288	9.321080121	11.88437167	11.16258582	11.6332136
X23_3_d.0	11	0	9.468471301	11.21148453	7.463535071	5.524207371	9.265059574	10.93016823	12.7201418	13.30085734	9.091202241	10.07399264	7.501004478	7.326982547	11.95015736	8.782167384	8.486644953	6.420813828	9.275529503	8.988545144	6.85010201	12.46654264	9.282545877	14.16499447	9.928054407	12.68107516	13.64027435	7.458307293	12.30395832	12.43359034	5.640189209	6.991538187	12.35879575	9.887368782	9.647350785	8.889617891	6.676506542	11.77684765	11.19871594	8.843015445	11.43520694	9.053776853	12.87649262	6.35546989	5.215793464	12.6657238	11.10438848	12.57890602	10.50879149	11.6937478	5.657215301	10.10401844	8.592197967	11.72465258	7.396856006	12.64163965	12.02658416	8.229504025	9.650062073	9.176065476	11.63583718	10.53832785	9.106275934	10.57652561	6.941310738	5.613016705	12.20755028	13.40896877	12.46355509	9.105906301	9.913984792	11.90450829	9.178719426	11.92385876	8.661743152	10.87314305	5.810942411	7.806050619	8.450773619	7.731984386	8.095016291	5.170721134	11.5140971	12.05101963	10.74986425	6.589191156	11.49713468	12.60980896	12.94364864	9.317524856	6.101809465	11.66321676	10.46191692	9.120815179	9.277419551	8.41888883	6.166172489	11.34018297	8.179271919	10.95535262	9.126456217	7.268686972
X23_3_d.10	11	10	9.5271358	11.0097158	8.346388811	6.705925037	9.466376989	11.47252723	13.46716366	12.53620548	8.826828954	13.24400683	8.483713153	7.749381602	11.97832533	9.442465826	8.800074917	11.69723265	9.660732817	9.956481905	6.979252921	12.1592675	9.938962765	14.34145469	9.96927304	11.16973352	14.20607114	7.677752515	12.69680484	11.2151977	6.65563379	7.247864966	11.61776146	10.33422496	9.601588475	8.61957541	6.555926463	10.77655069	11.41184945	9.727997385	12.03013809	9.696322932	13.61461639	5.846294422	5.441372025	13.77378096	9.346704605	13.26086274	10.57050867	11.79412482	5.79439181	12.03433547	8.998910483	12.10984014	9.529635466	12.40864725	10.70328245	7.533900753	10.95926997	8.858095911	9.065424448	10.52138937	9.95141315	12.05056958	6.700584126	6.37315557	10.74504006	13.69800126	12.67680512	9.506366279	10.03227895	11.98475337	9.988375945	11.34298766	7.986505636	10.04610261	5.743833758	8.097685233	8.711501232	6.654118725	7.45171006	4.870281469	10.07890324	11.00746902	9.932222264	9.088823139	11.61615929	12.46872194	9.843138255	11.80421056	7.771654379	10.41155012	11.91720937	12.35055457	9.84340939	9.304885379	5.967582814	11.56904985	7.84532492	11.09412513	11.72646285	7.889146776
X23_3_d.20	11	20	9.93220603	10.74188878	7.047706586	6.356217956	10.11877444	9.134907953	13.49496578	10.31920528	7.25123858	12.20464067	7.324316731	8.463609555	13.51197545	10.14448193	9.130117211	11.29988939	10.546024	10.40989457	6.688825083	11.12531263	10.12333143	14.27440573	9.008977904	9.537903146	14.35268965	8.013009025	13.48526163	8.820700152	8.008592545	7.212550029	11.00352911	10.42144052	10.01368357	9.36392649	6.366797636	10.15832522	11.71474995	9.898951796	12.22675734	9.557942816	14.07898561	6.397881625	5.7177431	13.61416214	9.174652383	13.7013311	11.0016818	11.77944911	5.94906601	11.13873737	9.471974071	12.54197161	9.157935113	10.41893789	8.658784612	7.369811789	10.2595975	10.18459626	9.104853755	10.26229157	9.523205261	11.5297776	7.408806389	6.377428013	8.932831514	13.96285309	13.09527228	9.927532514	10.04169558	11.73782341	11.27866245	10.72585999	8.523342563	11.13129317	5.897115893	8.166279979	9.481559716	6.245466148	7.357669344	4.794314142	9.304785618	9.450296296	9.682516544	10.30827998	12.38266646	12.09737135	9.299415443	12.17478681	10.47354371	8.650836921	11.98519633	11.09015619	10.92060103	9.120999532	6.197717718	11.74014167	7.590740404	11.50150537	11.70140243	8.194229184
X23_3_d.30	11	30	10.04998783	10.54731174	6.719523513	6.566253837	10.28825085	8.374854424	13.36960877	10.19046038	7.189868603	11.61665343	7.260564851	8.802511806	13.89823349	10.12759753	8.710261377	10.87737489	10.9794464	10.40264871	6.495597682	10.64623988	9.852177959	14.18410482	9.303946195	9.405016513	14.47337042	7.948245948	13.96443585	8.928453656	8.581360739	7.337148557	10.88303418	10.52521937	9.954897077	9.614292085	6.472480856	10.09148678	11.67719972	9.914135213	12.28067106	9.678761199	14.27738901	6.832748108	5.680962806	13.61321869	9.260589033	13.76506216	11.04066058	11.76173323	6.178641213	10.75609437	9.530309849	12.68930641	9.125009847	9.120491652	8.578697204	7.033994845	10.39802557	10.15086426	8.995617594	9.941396092	9.816052154	11.50650809	7.479934465	6.331068717	9.161283063	14.15019012	13.37211729	10.0861728	9.879878089	11.79122521	11.74207068	10.47540412	8.529573589	11.81097993	5.947340937	8.398636908	10.01038605	6.112829816	7.35873867	5.151244757	9.238097669	9.244533435	10.42925671	10.13074886	12.98479779	12.00650947	9.101752798	12.00343182	10.95024158	8.797502608	11.78828418	10.86866436	11.28528021	9.401261526	6.29658685	11.79320293	7.610201209	11.60462645	11.06735681	8.734685126
X23_3_d.40	11	40	10.12986904	10.46475711	6.532153099	6.581346596	10.52766895	8.17412128	13.48832643	10.36268314	7.333902037	11.53731368	6.901665672	9.181203052	14.05483057	10.17263403	8.774169704	10.43289672	11.16673775	10.28079766	6.522117272	10.7031574	9.87194168	14.14376992	9.807285407	9.473981331	14.60143602	7.680778723	14.26997024	9.125804662	9.121080465	7.56072136	10.89299784	10.64674712	9.924437221	9.571020556	6.917514298	10.00016357	11.67301949	10.08767999	12.42947291	9.846966299	14.38077282	6.895206732	5.924282717	13.65919295	9.267305745	13.76442731	10.98257344	11.71423236	6.51151217	11.13695019	9.709807809	12.71588208	9.062716099	8.902562859	8.70651636	7.225919514	10.68375853	10.10541634	8.842355595	9.751943966	9.991520662	11.61596625	7.47500246	6.299546475	9.44654819	14.21739315	13.21638472	10.23264164	9.934956085	11.83639594	11.70067906	10.5113074	8.454322062	12.46241722	5.931465973	8.435108267	10.4163508	6.279128438	7.128208671	5.142566637	9.125145913	9.597434642	10.79886377	10.02339445	13.38180146	11.92210229	8.992703199	12.14410904	10.60598151	8.823871214	11.75106323	11.37719145	11.53001006	9.587116836	6.100778534	11.70038811	7.689523171	11.61071357	11.01366439	9.194923125
X23_3_d.50	11	50	10.22437935	10.47563419	6.939313965	6.530135026	10.61548437	8.035832103	13.65322195	10.93136124	7.68949295	11.43640239	6.773340665	9.380480068	14.17173767	10.17375949	8.438682428	10.10514842	11.43151344	10.16130268	6.445533533	10.69157935	9.91664595	14.04326606	10.03791302	9.441795802	14.62586345	7.138241747	14.40819787	9.333786181	9.529528799	7.529269035	10.78292202	10.70418888	9.802765047	9.428929072	7.039222017	9.884066764	11.67756255	10.26377473	12.61467994	9.904010121	14.39541692	6.690626081	5.882225417	13.61821539	9.433589578	13.71991473	10.81665787	11.61841206	6.460375289	11.60999647	9.690057448	12.79941554	8.841264222	9.066569181	8.894550455	6.663972868	10.9493346	10.22920092	8.801771393	9.632151533	10.11893812	11.76046979	7.341453486	6.318807867	9.631767273	14.22908228	13.07373908	10.22643407	9.876815124	12.35420792	11.80844491	10.49329294	8.451344567	12.92340041	6.218002123	8.552533321	10.55809055	6.166809088	7.441272676	4.598161905	8.99483134	9.843731035	10.79216056	10.34770191	13.73580591	11.64264366	9.137391229	12.36317599	10.39117455	8.781411023	11.70156995	11.89044569	11.73637346	9.784044501	6.450345401	11.63911219	7.980019123	11.64567374	11.05207653	9.654130548
X14_7_c.0	12	0	9.723752272	10.88022177	9.224356536	6.715053763	9.117272262	10.43043967	11.8073994	14.14568303	12.20696678	11.63050157	8.60262055	7.449154265	11.67261704	9.236079476	13.02646595	9.732423432	9.025850762	8.637666211	6.928941859	10.84372469	8.902889003	14.02866298	10.52531775	12.5905325	11.65131242	6.635354541	12.55585467	12.08173886	6.547880341	7.753075006	12.03150306	9.656347315	10.60825299	9.334454904	6.872585782	11.56452231	10.34465906	10.08677949	11.88572209	10.89110753	12.31776357	6.375874791	5.962901393	12.14247148	10.96857589	12.77670724	11.65090007	11.17456784	5.636268583	9.881071587	8.63310709	12.77865711	9.551949265	12.41413239	11.51177586	5.666375627	11.25280941	7.376085451	11.27463576	10.05728621	9.699137274	10.61459406	6.381345062	6.575691065	11.8389907	12.38711409	12.08699383	9.961792838	8.887864692	13.71111651	10.01771156	11.70963056	8.682347614	9.201417291	6.265956643	7.79675995	7.269812448	7.947039904	8.485394525	4.738221928	10.93569142	11.35442164	11.14734204	6.143823666	10.48504895	9.914492638	12.83058761	11.82306534	8.769178346	10.97750372	10.81423571	12.1161738	10.75090653	8.540953035	9.19211788	9.752487197	7.66352091	10.54228652	10.22115075	10.76437576
X14_7_c.10	12	10	9.696704527	10.67567343	10.42174509	9.016099717	9.102889589	10.36906496	12.16952682	13.47767395	11.58169547	13.62170169	9.755913827	8.127002211	12.2234338	9.520513489	14.04924515	13.55329098	9.263839828	9.242214652	7.100733508	9.847244786	10.9016443	14.22748115	11.26060364	10.59522832	13.67944265	7.100396798	13.02902535	10.74390388	8.409461794	9.143231541	11.26694583	10.08261245	10.58435562	8.940961131	6.988396853	10.23071331	10.81635602	12.31549196	12.42186728	10.8487737	13.39763395	6.491290159	6.620744083	13.8613546	8.811032021	13.14976228	11.7131648	11.42654876	5.87372002	12.56727821	9.564089906	12.90925359	10.99255794	11.92807957	10.03327138	5.843168023	12.74037707	7.068498097	7.688905502	10.01584475	10.11059356	12.31208192	6.612861172	10.21335274	10.48799678	12.55073613	12.07004091	10.17400036	8.874431019	13.80251069	9.277749008	10.8446695	7.731293958	8.491062159	5.982159706	8.355400057	9.422525299	6.971740981	8.162232515	4.625283935	9.383611823	9.475938521	10.20469351	7.754057966	11.01347037	8.890722095	9.108927145	13.33107771	9.661591461	9.358352023	12.05418045	13.7723437	12.20343109	9.623153692	8.75504104	9.586720308	7.589077162	10.53660748	12.92206021	11.98967407
X14_7_c.20	12	20	10.32809262	10.16073046	10.43193454	8.863228125	10.43471714	8.329294363	13.20615965	12.11146826	9.768960511	12.92750277	7.420519361	9.749990344	14.11153781	10.42621651	14.45859329	13.9370187	10.43645804	10.03717445	7.192106454	8.947349307	11.27498561	14.15740733	9.175848578	6.452084948	14.06733143	7.056986641	14.10560346	7.167721157	9.596334663	10.50284099	10.04733979	10.33751878	10.92980376	9.510046133	6.755880075	9.370233708	11.17308397	13.05658982	13.28320926	10.75967734	13.99743874	7.532392893	6.904641907	14.07132849	6.713093275	13.87507897	11.81650648	11.51748732	5.863519822	11.1171713	10.02033313	13.12633828	10.30108883	9.880670492	6.251436215	5.756544868	12.59594894	9.479866743	7.344255601	10.18326522	10.56044833	12.62178953	6.554314208	10.34227934	7.774474719	13.18238295	12.41998982	10.91535505	9.292824394	13.85679364	10.02116151	9.914239177	8.07152889	10.85414741	6.116680586	8.529503936	11.45175107	6.327711155	8.492456094	4.707122968	8.147413186	9.734895178	9.433483947	8.950812472	12.51671907	8.584842269	8.079369379	13.68620773	11.82774557	6.917322454	12.06418908	12.85728521	13.05546744	9.875980025	8.832954531	9.768025714	8.220775124	10.83776146	13.1074301	11.08386714
X14_7_c.30	12	30	10.42204901	9.811299541	9.875969176	8.795270991	10.64909464	7.478523547	13.31842524	12.30184382	9.672548464	12.66590978	7.349446667	10.82798017	14.36840754	10.53095708	14.71017697	13.99443553	10.7585215	9.928842374	6.934654275	9.247110695	11.21823451	13.67071987	8.72691992	5.865886205	13.99663564	7.164866781	14.56047982	6.530176426	10.53599357	10.78763414	9.909583293	10.51767593	10.83209652	9.740025602	6.671381478	9.179998448	11.29033421	13.02806744	13.2740804	10.83302659	14.25086034	8.738439382	7.262365222	14.05682196	7.079097912	14.01677993	11.81374374	11.43056713	6.737158654	10.7651819	10.21477279	13.35456461	10.13765464	7.782062274	5.356960457	5.936532018	12.46044178	9.573694396	6.502406808	9.943570652	10.72139116	12.66603256	6.949463312	10.83343909	7.61364125	13.25615882	12.45024299	11.21376924	8.979625479	13.73431582	10.63901534	9.19725574	8.166910176	11.73720849	6.362756129	8.623922116	12.19972128	6.426007699	9.181105133	4.634261358	8.073588461	10.04458953	10.33367679	8.586463908	13.34151872	8.951065489	7.542303073	13.7575538	12.77118575	6.405114179	12.06110148	12.75053842	13.63294848	9.654752941	9.026860876	9.171741978	8.856006746	10.89451137	13.12557223	11.2951607
X14_7_c.40	12	40	10.59047698	9.577995042	9.741240643	8.633379509	10.75370914	7.367384881	13.33999514	12.74221409	9.830441272	12.61183381	7.980525542	11.67871021	14.45002222	10.64453353	14.77606764	13.94573828	10.99543879	10.45094283	6.895820469	9.518221819	11.15813527	12.7494836	8.415664581	5.63077274	13.97683091	7.254914191	14.61002871	6.600903809	11.0476505	11.14488457	9.695801834	10.58048092	10.1792617	9.761405134	6.682274848	8.95188441	11.3346707	13.05744792	12.84015843	10.87775659	14.32459571	9.120578804	7.835396353	13.90669609	7.291166679	14.07176476	11.14012035	11.57175733	6.898805765	10.21798131	10.51596826	13.41170926	9.909192517	7.663446796	5.720666811	6.201485242	12.47535875	10.33850361	6.254695293	9.769119444	11.02602645	12.54123285	7.335371346	10.83733106	8.184252068	13.07526883	12.3260553	11.45343233	8.886391162	13.51337203	10.98663836	8.849019731	8.2650541	12.30690776	7.054235917	8.830690564	12.71261812	6.362245277	9.648102572	4.660621332	7.905513356	10.34041725	11.03276838	8.593954267	13.5999331	8.990863068	7.303064051	13.73816848	13.12186239	6.493553226	11.91768405	12.52227581	13.80714331	9.520134373	9.109834767	8.833288518	9.272803148	11.15850487	13.25826529	11.59183446
X14_7_c.50	12	50	10.6855788	9.469718441	9.984790774	8.615407679	10.92872625	7.466648565	13.3701187	13.15873509	9.884311751	12.77015513	8.954186538	12.25672105	14.4677121	10.69312783	14.79581445	13.94636884	11.13763755	11.4536549	6.750591301	9.603042306	11.13723878	11.8461931	8.809927147	6.002585219	13.90845806	7.171384997	14.6375901	6.864590449	11.21067746	11.098672	9.749979611	10.70743427	9.683936899	9.581530858	6.850716861	8.844876948	11.35816927	13.23716325	12.87670476	11.11502585	14.32023372	9.591363976	7.877349833	13.88651465	7.559357965	14.08470344	10.59956666	11.60010317	7.096819708	10.2003005	10.58076039	13.59252756	9.938840108	7.980191482	5.579341862	6.364706327	12.64118267	10.61462872	5.892059598	9.778025411	10.95646516	12.57018956	7.309633804	10.87374997	8.736180236	12.79747044	12.25215891	11.54906095	8.343736748	13.23590356	11.24481556	8.521745248	8.326081446	12.75355649	7.425571308	9.166030344	13.04327463	6.560669713	10.28615961	4.658423826	8.221454268	10.48289548	11.27941074	8.731128873	13.78483909	8.90046102	7.374244545	13.74674574	13.33100202	6.348094393	11.98737911	12.66236652	13.91853468	9.619329021	9.312271083	8.424547455	9.518136882	11.17422159	13.32940474	11.9703124
X9_3_d.0	13	0	9.509012773	11.27065095	8.311762881	6.153609909	8.615920277	11.86986159	12.2056178	14.02521128	12.84646425	12.0234002	8.929947452	7.19103425	10.88623238	9.122605895	11.47253571	8.712466169	8.524061488	8.853765997	7.237204792	11.76398295	8.753351674	13.95110268	10.50127301	12.54721772	12.80657192	6.741624991	12.48906636	12.23990236	5.773989824	7.140016431	12.2991669	9.726635229	10.32623296	9.612163696	7.155365264	11.75123748	10.48242948	9.599387255	11.50350852	10.12808673	12.03370563	6.466114891	5.927457874	12.23048329	11.17214707	12.93067858	11.65065503	11.20529006	5.773002338	9.835604584	9.016811208	12.25001084	8.79054111	12.39361591	11.65395696	7.272751834	10.40108975	7.668915234	11.46040899	10.43899196	9.77192401	10.66134323	6.935746447	6.011935061	12.17453968	12.93000727	12.05239933	9.641787331	9.267940875	13.37794887	8.932725723	11.82628047	8.559682111	9.888627932	6.298124587	7.648234329	8.138104662	8.447357711	8.776054688	5.131725671	11.41375759	11.50293524	11.23383031	6.335449508	10.4781049	9.771448465	12.86399404	9.811327938	9.476681113	11.37342674	10.49743832	10.21626024	10.24332167	7.672333041	7.885723048	9.540236683	8.39061718	10.44939071	9.951975234	9.0699638
X9_3_d.10	13	10	9.601370427	11.05827733	9.621733027	7.689166397	9.191461384	11.93280213	12.78175309	13.79495454	12.00986058	13.49536714	9.687120158	7.780437518	11.2278099	9.453191228	12.67405887	13.1370721	8.758845493	9.531716384	7.332317736	11.26367565	9.597332015	14.18669091	10.93086311	10.94141913	14.04636162	6.38237919	12.72601856	11.27224955	6.689998212	7.819923022	11.44433649	10.2422703	10.50547225	9.203420341	7.048633406	10.56602565	10.92229312	11.08002981	12.40328699	10.47014667	13.49674634	6.341074816	5.440739509	13.79478161	9.177627564	13.35340646	11.62831438	11.38374195	5.570363193	11.60754679	9.583635648	12.66737914	10.37005414	12.17279407	10.61088621	6.665713977	11.70588012	7.056384614	8.365848698	10.58140548	10.52509354	12.17374117	6.485261611	7.742317088	10.78864986	13.41446025	12.38369009	10.00194514	9.131004026	13.55384127	9.865029679	11.15316396	8.076003165	8.74885926	6.430663819	7.850158192	8.187646253	7.544533812	8.290533803	4.662450277	9.800308729	9.636779356	10.38943132	8.961828032	10.52464128	8.894817849	9.569064455	12.41330891	10.37088963	9.794252409	11.78397929	12.74440004	10.93476346	8.924956128	7.686602113	9.827369242	8.38823054	10.63732956	12.24998444	11.06726917
X9_3_d.20	13	20	10.13127046	10.62774471	9.404565313	7.951149836	10.03712192	10.47276437	13.26971569	11.60410061	9.729214391	12.97691542	8.215384551	8.838278235	13.7756052	10.21735275	13.67816719	13.41214936	9.979311853	9.920312052	7.363434531	9.979710161	10.17244562	14.01374378	9.9846701	7.719157541	14.16225646	6.359191597	13.60086768	7.75742849	8.2895298	8.420531425	10.48808483	10.30043333	11.01920917	9.361338275	6.872639199	9.684534274	11.23365088	11.74723932	12.69026515	10.47448262	14.09528969	7.079650044	5.725062562	13.7729874	8.223082232	13.73980688	12.00420596	11.38262783	5.693102272	11.55815917	10.07607081	12.9458722	10.01104914	10.09646848	7.057447401	6.751119118	11.52371236	10.04146834	8.041166376	10.19350777	10.52479004	12.36759735	6.591133821	8.428983552	8.106399744	13.77959731	13.07165819	10.69892806	9.452362491	13.4894654	11.41397294	10.1688457	8.339974117	10.49148068	6.568387748	7.98089763	9.738435422	6.955374876	8.219487414	4.748477336	8.780939755	9.575140973	9.684818489	9.989697347	11.8993647	8.587537947	8.426202014	12.85628946	12.22071595	7.89533986	12.10499487	12.05269041	12.21824353	9.339426318	7.548326947	9.957713371	8.299044419	11.07775239	12.40028552	10.5681571
X9_3_d.30	13	30	10.20414901	10.3382927	8.979685556	7.745854252	10.26688654	9.556588034	12.97378216	12.04829051	9.649508288	12.66275874	7.841013179	9.567844073	14.10339292	10.26772799	14.04950306	13.40806251	10.24411019	9.559083448	7.119144519	9.49455974	10.29757316	13.60144995	9.93911643	7.849407144	14.12745366	6.269975607	14.1446177	7.469885941	8.920050143	8.945220038	10.28249242	10.23985472	11.07242599	9.406245617	7.231315847	9.661055221	11.1047289	11.94701847	12.85833766	10.54320078	14.29238044	7.394443888	6.116637905	13.84027813	8.419573524	13.94914828	12.14802159	11.30056229	5.625735039	11.07551108	10.22145605	12.91927571	9.856622738	7.762984723	7.153193558	6.499794942	11.50598095	9.500013269	8.046528471	10.01729464	10.44380543	12.29271806	6.783315697	9.170985841	8.015699954	13.83588992	13.42097686	10.76044469	9.335741166	13.45186119	12.18531865	9.75587657	8.251303479	11.26700743	6.114144921	8.143060846	10.85873013	6.707833517	8.375337311	4.848554944	8.555184489	9.884182267	10.19679742	9.220866811	12.55372536	8.184898667	8.0046451	12.90639153	12.860553	7.798949761	12.06223771	11.93689035	12.74129398	9.484729863	7.795835337	9.89973482	8.390102912	11.04752835	12.21755453	11.09318439
X9_3_d.40	13	40	10.39637072	9.952933526	8.746486835	7.90829452	10.72708492	9.009486076	13.34291477	12.50035939	9.564690346	12.39818991	8.083451198	10.27772429	14.3718192	10.23949749	14.30171623	13.24341935	10.64632318	10.09028821	7.003965124	9.438161774	10.36021325	12.97023448	10.07573219	7.799311597	14.30429237	6.433043275	14.34635854	7.596730597	9.414964096	9.23162101	10.22012316	10.51992387	10.87957116	9.259225046	7.258698035	9.67855733	11.01888264	11.95551176	12.92449841	10.53180955	14.35893856	7.494317183	6.248688368	13.85006087	8.495343847	13.9312263	12.07300216	11.30197332	5.756081647	10.92222435	10.25744682	13.02942422	9.71749429	7.616360961	7.002857958	6.529009135	11.40893213	10.29052134	7.672184706	9.772242941	10.51572028	12.51849333	6.970093502	9.278724805	8.441130754	13.76846224	13.37037236	10.85396533	9.338715336	13.16820375	12.35173329	9.50799976	8.24136692	12.38322092	6.220938128	8.277616336	11.64607718	6.488724398	8.974277294	4.836982674	8.499584085	10.13111248	10.66638931	9.122675103	12.88818731	8.108991819	7.785737638	13.04950346	13.04528378	7.558512991	11.98573735	11.76616112	13.20130323	9.212071116	8.008470617	9.8205291	8.270753057	11.07095724	12.03133007	11.33131966
