Gene	NCI.H358	NCI.H292	NCI.H522	NCI.H650	NCI.H520	NCI.H2126	NCI.H1437	HCC827	ABC.1	NCI.H1781	RERF.LC.KJ	NCI.H460	NCI.H596	NCI.H1299	UACC.893	NCI.H226	NCI.H2073	SW.527	SW.1573	LOU.NH91	CAL51	NCI.H2122	NCI.H441	MDA.MB.468	MT.3	A549	NCI.H1703	MX.1	NCI.H82	LXFL529	NCI.H2171	NCI.H345	NCI.N417	Hs.695T	SK23	OvCA.432	LS.174T	SW.48	OUMS.23	MeWo	COLO.206F	Hs.294T	NIH.OVCAR.3	SW.982	MDA.MB.175.VII	NCI.H1155	HOP.62	SUM.1315M02	DU4475	NCI.H2009	VMRC.LCD	H322T	NCI.H1734	RERF.LC.OK	NCI.H727	NCI.H1651	G140	G111	G118	G130	G141	G22	G28T	G44	G84	SW.1417	SW.1463	HEp.2	G122	G112	G59	G142	G61	G96	G120	G124	HeLa	SF268	SF539	LN.18	LN.229	Hs.683	A172	G121	SR	HOP.92	Hs.38.T	HM7	SW.480	LS1034	SW.837	C2BBe1	A.431	LS.180	Hep.G2	Jurkat..Clone.E6.1	BxPC.3	LNCAP	ML.2	HCT.116	HT.29	COLO.205	DU.145	PC.3	HCA.7	A.375	FaDu	JHH.7	NCI.H929	CAL.27	X143B	X786.O	BFTC.905	SW.620	MG.63	MHH.ES.1	HuH.7	HT.1080	LOX.IMVI	A.673	NCI.H446	Detroit.562	NCI.H322T	HCC4006	COLO.704	NCI.H820	IGROV.1	PE01	Caki.2	OV.90	MDA.MB.134.VI	NCI.H1395	NCI.H187	HCC2935	NCI.H196	NCI.H2170	NCI.H716	THP.1	IM.95m	X105KC	KATO.III	JJ012	COV318	COV362	COV504	COV644	NCI.H1648	COV434	SET.2	X769.P	TK.10	COLO.783	COLO.818	Caki.1	NCI.H2196	NCI.H2198	UM.UC.3	SK.MEL.24	UM.UC.1	Hs.839.T	PLC.PRF.5	OPM.2	SJCRH30	TC.71	SW.780	NCI.H209	NCI.H146	NCI.H889	DMS.79	JHH.1	JHH.2	JHH.5	HT.55	WiDr	MM.1S	NCI.H1975	ChaGo.K.1	NCI.H2110	HCC2157	HCC2688	HCC2911	MKN.7	ACHN	BFTC.909	C3A	CHP.212	PA.1	SK.N.AS	huH.1	UKE.1	HEC.1.A	Ca.Ski	SiHa	HCC515	HCC1171	HCC4017	JHH.4	SNU.182	KARPAS.620	NALM.6	G.402	CAL.54	NCI.H2228	KMS.11	K.562	U.937	HL.60	SNU.484	SNU.620	SNU.638	SNU.216	SNU.719	SNU.387	SNU.398	SNU.423	SNU.449	SNU.475	SNU.668	BHY	BICR.10	BICR.22	BICR.31	BICR.78	DOK	HN	PE.CA.PJ15	RPMI.2650	SCC.15	SCC.25	SCC.9	Hs.675.T	Kasumi.1	SIG.M5	UCSD.242l	AN3.CA	C.33.A	COLO.699	DV.90	HCC366	HCC44	HCC78	IMR.32	KELLY	LCLC.103H	MHH.NB.11	MS751	RT.112	RT4	SK.N.DZ	SK.N.FI	BEN	CAL.12T	CPC.N	EPLC.272H	HCC33	KLE	LCLC.97TM1	LXF.289	M059J	M059K	ME.180	NCI.H510A	SCLC.21H	SCLC.22H	T98G	NCI.H847	JL.1	OV7	NCI.H1930	HCC60	HCC2270	HCC89	HCC2885	HCC1319	HCC12	HCC1359	HCC1493	NCI.H1915	NCI.H2172	UMC.11	HCC1011	HCC1162	HCC1482	HCC1263	HCC1576	COR.L26	COR.L279	COR.L47	COR.L88	MOR	EB2	HCC193	HCC2279	NCI.H1581	NCI.H1623	NCI.H1869	NCI.H2023	NCI.H2135	NCI.H2347	NCI.H810	NCI.H920	HCC364	HCC4011	HCC2302	NCI.H1092	NCI.H1882	NCI.H2081	DMS.273	DMS.454	DMS.53	SUM.149PT	SUM.159PT	EFM.192C	EFM.192B	Hs.255.T	Hs.895.T	COV413A	COV413B	SNU.C1	WM.115	WM.266.4	NTERA.2	RKO.E6	ATRFLOX	SW.900	HUP.T4	YMB.1	YMB.1.E	HCC1534	HCC630	HT.115	GP2d	GP5d	KMM.1	KMS.21BM	KMS.27	KMS.28BM	KMS.28PE	KMS.34	EJM	LP.1	AMO.1	JJN.3	L.363	KMS.12.BM	RPMI.8226	U266B1	KMS.12.PE	MOLP.2	MOLP.8	HGC.27	KHM.1B	SK.MM.2	KLM.1	KP.2	KP.3	PK.45H	PK.59	PK.8	QGP.1	KU812	KMS.26	DAN.G	KCI.MOH1	DEOC.1	PK.45P	PA.TU.8988S	SUIT.2	TCC.PAN2	YAPC	IGR.37	GR.M	MDA.MB.361	SUM.52PE	MCF10DCIS.com	HBL.100	A.498	C32TG	CaR.1	COLO.792	COLO.794	COLO.853	COLO.857	CW.2	HMY.1	SK.N.SH	SK.MEL.31	SK.MEL.3	RCM.1	SUM.229PE	NCI.H2461	NCI.H2052	CCRF.SB	COLO.680N	KYSE.140	KYSE.150	KYSE.180	KYSE.270	KYSE.30	KYSE.450	KYSE.510	KYSE.520	KYSE.70	KURAMOCHI	MCAS	OVISE	OVKATE	OVMANA	OVSAHO	OVTOKO	RKN	RMG.I	RMUG.S	TYK.nu	TYK.nu.CP.r	HCC461	NCI.H2373	NCI.H2452	NCI.H28	NCI.H2595	NCI.H2369	NCI.H2803	NCI.H2804	NCI.H2722	NCI.H2810	NCI.H2596	NCI.H2795	Calu.1	A2780	COLO.679	COLO.800	COLO.849	Hs.852.T	IPC.298	MEL.HO	SK.MEL.1	SK.MEL.30	Hs.936.T	AGS	NCI.N87	SNU.1	SNU.5	SNU.16	Hs.746T	X23132.87	GTL.16	OCUM.1	MKN.1	MKN.74	NUGC.2	NUGC.3	NUGC.4	RERF.GC.1B	FU97	IM.95	SNU.601	Daudi	HEL	HNT.34	KG.1	ME.1	MOLM.16	MV.4.11	OCI.AML2	OCI.AML3	OCI.AML5	OCI.M1	OCI.M2	SKM.1	SUP.B15	BT.20	BT.474	BT.483	BT.549	CAL.120	CAL.148	CAL.85.1	CAMA.1	EFM.19	EFM.192A	EVSA.T	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1500	HCC1569	HCC1599	HCC1806	HCC1937	HCC1954	HCC202	HCC2218	HCC38	HCC70	Hs.578T	JIMT.1	KPL.1	KPL.4	MCF.10A	MCF.7	MDA.MB.157	MDA.MB.231	MDA.MB.330	MDA.MB.415	MDA.MB.436	MDA.MB.453	MFM.223	SK.BR.3	T.47D	UACC.812	ZR.75.1	ZR.75.30	C170	Caco.2	CL.11	CL.34	CL.40	COLO.201	COLO.320DM	COLO.741	COLO.678	CX.1	DLD.1	HCT.15	HCT.8	KM.12	LoVo	MDST8	RKO	SK.CO.1	SW.1116	SW.403	SW.948	T84	MKN.45	Okajima	A.427	Calu.3	Calu.6	EBC.1	EKVX	NCI.H1355	NCI.H1373	NCI.H1573	NCI.H1693	NCI.H1792	HCC.15	KNS.62	NCI.H1048	NCI.H1435	NCI.H1568	NCI.H1650	NCI.H1666	NCI.H1793	NCI.H1838	NCI.H1944	NCI.H2030	NCI.H2106	NCI.H23	RERF.LC.MS	SK.MES.1	A3.KAW	A4.Fuk	BJAB	CA46	CI.1	DB	DOHH.2	EB.3	EB1	Farage	GA.10	GRANTA.519	HS.Sultan	HT	JEKO.1	Jiyoye	KARPAS.1106P	KARPAS.422	MC116	MHH.PREB.1	NAMALWA	NU.DUL.1	OCI.LY.10	OCI.LY.19	OCI.LY.3	OCI.LY.7	Pfeiffer	RAJI	RAMOS	RC.K8	REC.1	RI.1	RL	SC.1	SCC.3	SR.786	SU.DHL.1	SU.DHL.10	SU.DHL.16	SU.DHL.4	SU.DHL.5	SU.DHL.6	SU.DHL.8	TK	TMD8	Toledo	U.698.M	U.2932	WSU.DLCL2	WSU.FSCCL	WSU.NHL	X59M	Caov.3	DOR.13	EFO.27	ES.2	HEY	OAW28	OAW42	OV56	OVCA.420	OvCA.429	OVCAR.4	OVCAR.5	OVCAR.8	SK.OV.3	TOV.112D	AsPC.1	Capan.1	Capan.2	CFPAC.1	HPAC	HPAF.II	Hs.766T	HUP.T3	KP4	MIA.Paca.2	Panc.02.03	Panc.03.27	Panc.04.03	Panc.05.04	Panc.08.13	PANC.1	PA.TU.8902	PA.TU.8988T	PL45	PSN1	SU.86.86	SW.1990	X501A	X537.MEL	X624.mel	X888	X928.mel	A2058	C32	COLO.829	G.361	Hs.69ST	Hs.940.T	HT.144	MDA.MB.435	RPMI.7951	SK.MEL.28	SK.MEL.2	SK.MEL.5	UACC.257	CHL.1	NCI.H1770	OVCAR433	PL.21	U.2.OS
AKT3	10.44724009	9.631051955	9.606801873	12.18357991	11.46245139	9.53094911	9.92740336	9.849472611	12.53647572	9.544576455	9.434870074	11.11246861	11.27981702	11.39147937	9.566712251	12.34495214	9.854733169	10.96640447	10.58304312	11.86823346	9.688662173	10.08574252	10.81930029	11.32615571	9.430528241	11.95960528	11.94291547	12.29745548	12.54904909	11.20896382	12.3806812	12.92844963	12.50241885	12.69129873	11.84390757	11.27438177	9.327695506	9.640012183	9.866090796	12.10650458	9.551078046	12.08766566	10.42089589	12.55381405	9.774834999	11.95642111	11.9564743	9.715063674	13.43803683	11.09185103	12.15351805	11.9334828	10.69908831	12.51188085	10.25251787	12.42128134	11.76707519	11.3937058	12.33067783	12.27160484	12.087388	12.73322517	11.38802997	11.28785402	11.5799419	9.529438916	9.376300381	9.535735174	12.78380873	12.40938189	11.89781663	12.35788001	11.5167312	11.25941995	11.70551362	12.12537007	9.488400009	11.94274433	12.45034245	10.76519982	12.65496301	11.36177027	12.87502018	12.57201138	9.876066416	12.46025867	11.52496901	9.572866436	10.4466961	9.557535175	10.83525621	9.441108019	10.57985496	9.367283103	9.451192519	10.15705959	10.05401011	10.14407441	11.44366487	10.06230765	9.483317307	9.476442799	11.32745301	12.23107754	10.09124425	12.69604082	11.15677756	9.411622007	10.25787557	11.2695892	11.50322413	11.9332909	9.602402054	10.59239341	10.73487296	10.63260559	9.517263931	12.12211745	12.57371517	9.910031336	12.71700329	11.11175933	11.93863	10.82104972	13.88322395	9.700367195	9.453177636	12.76367404	11.97203137	9.366740555	9.46678218	9.588296861	12.05228823	9.502268813	12.84202537	10.90162232	12.03347021	11.78631586	9.858122144	12.27347616	10.09350787	11.74272436	9.933322514	11.79154799	11.94050255	10.55277756	10.39270389	11.7407738	9.524470071	12.1761917	12.27317924	12.81509316	12.24202042	12.79821627	11.09160975	11.67224436	11.243893	12.26840459	10.98156054	12.88268525	9.639891402	10.8725707	11.76197574	9.792982545	10.87292603	14.02659731	13.17465716	12.47484051	10.19495393	10.14281334	10.85590701	9.389121213	9.404920393	9.407161337	11.37422967	10.09868048	10.34987216	9.502599954	9.568840397	9.55126568	9.9081834	11.4976743	11.75338043	12.03220248	9.402116951	11.56265184	11.20918862	12.33270529	9.443796139	11.13328254	9.5289038	11.22998316	9.475038289	9.71540637	11.25624687	11.68546551	12.44105093	12.13021331	9.941913209	9.555816126	9.579018745	11.20808279	10.30841116	12.25964009	9.700419585	10.93476324	9.858500948	10.53764397	10.27987726	10.52015435	11.05062047	9.288582258	12.16477064	10.83431991	12.04910796	12.4216047	12.53043437	9.492951188	11.34493483	10.13820675	10.17773772	11.86647809	11.43726078	11.07868271	11.69266709	10.67828137	9.608966211	10.00959407	11.0042363	11.75388084	11.69998504	10.27838835	12.1241819	12.42233485	9.450192109	10.9215612	11.44270428	10.6367128	11.03771331	10.44393118	10.28414741	13.19500904	12.49506448	11.82055265	13.2549287	9.955432451	10.22668632	10.46344877	12.43236556	12.12527811	11.84959275	11.65817266	12.44135749	10.67244354	12.60933226	11.55281927	9.927167308	12.23935317	11.80715956	12.38384705	9.583812886	11.80382948	12.69526263	11.9109664	11.53341077	13.27737552	11.75037738	11.60255532	13.04901665	11.27169364	10.43419868	11.59032332	10.9960627	11.85341972	12.44681817	12.33255015	11.12035441	10.90670434	10.07597053	12.33072487	10.72023871	11.68045027	9.921486316	10.06112549	11.9012176	10.5833383	11.778639	13.02228303	13.31820231	11.2584927	9.785028638	11.84955369	9.762156601	10.93493078	9.510788376	9.709931989	10.24550761	11.50908434	10.26721503	13.10855542	9.982503129	11.4996549	11.25706023	9.420748661	13.6478953	13.16032126	12.86857423	12.62620887	12.15690459	12.05291054	12.24787687	10.23852241	9.567127498	9.517520503	12.36949935	11.75419926	11.85014552	12.34187166	9.56497791	12.99067319	12.6615532	11.72418157	10.43151113	10.10509241	10.87888261	11.17231806	9.778130091	9.848692856	11.09687265	9.373998376	9.578012697	9.367789065	9.315347938	11.2482789	10.27875276	10.00648485	11.02265585	11.98751515	11.64258062	11.37074048	10.27639628	12.00900488	10.74628526	11.95067977	12.06735762	9.751763291	10.26722998	9.747978843	9.666793999	12.91488801	9.629148245	9.558865242	9.984744211	11.16693216	11.73437328	11.10791791	11.41868806	11.70389318	9.736436207	11.09638061	9.557390122	10.91273856	11.08247008	10.35033882	12.79160204	11.36134754	9.569019814	10.8957368	10.98469506	9.850212079	11.97274723	9.703530968	9.903514816	9.433002138	11.79972951	11.93395779	12.09247914	11.88753966	11.88680602	11.6231294	12.17580856	12.54421044	12.84944039	9.490436041	11.27583407	12.18451001	11.91521782	12.05509675	9.449527762	12.46338114	12.62824801	12.84343244	10.8406593	10.2100874	12.06802592	11.621647	9.735920597	11.10633749	11.7328676	10.64210933	11.51704825	12.03257511	11.89652255	9.550602391	11.84074362	10.72171458	12.31804667	10.43783759	10.01235431	11.8436725	11.58168863	11.84311263	11.75434216	11.91900529	10.54910185	12.54167923	12.61434286	12.03923572	11.88947368	10.95530229	12.69195763	11.97558102	13.70776393	12.72588363	11.79371115	11.91269077	10.66057855	12.73360217	9.750400464	12.90593236	12.95798727	12.44744889	13.35758913	11.86701408	11.79807374	12.35193121	12.71406923	12.27384027	9.708132292	11.35801987	9.234917555	9.668904602	9.357015857	11.95727247	9.321082285	10.30709076	9.752562427	11.92485538	11.36919528	11.80684071	13.38308193	9.650639356	10.06349929	9.424137001	10.02504601	9.543636296	9.457596746	10.64137084	9.88502	11.11261137	9.848483238	9.988073712	10.03324378	11.77213113	11.91770541	10.96036216	9.790634212	10.79834318	11.94656559	11.34989432	11.88834092	9.876154413	10.14764947	12.45687161	13.57979721	9.599167893	11.97534072	9.978494793	9.580095621	9.43899578	9.431875059	12.68178616	9.723270173	11.24398629	9.557235036	9.451219337	9.576270784	12.95251051	12.18455647	10.35027132	11.93858944	9.47569131	9.675775712	9.719513834	9.5115768	9.613927274	13.2843277	12.26316737	9.675952223	9.593208194	11.65970714	9.284229264	12.71092827	11.83294377	9.575789972	9.306713411	12.08511957	9.657561579	10.1288686	9.276644791	9.525122939	10.66650817	9.826867797	9.706740806	9.60631663	9.44929371	11.22002219	9.646967909	9.603470812	9.951723169	11.7971672	11.92784873	10.70427816	9.797295578	9.55813181	9.898898266	9.542192467	9.576145814	9.87133209	12.05600452	10.42214212	9.61395618	9.729280799	9.788553908	9.488024306	9.485906835	9.705676378	9.256207178	13.09344173	12.61452174	11.57526582	10.77619679	10.26796763	9.545350517	11.67093198	9.716938453	11.32777803	10.93858051	10.07873211	10.02720437	11.28307585	9.477597348	10.89593279	11.98522425	10.47433737	9.46043673	10.98246613	11.53740243	9.581733368	11.79721939	10.98666145	11.15626249	9.889381359	10.88700831	9.726956511	9.538112303	9.612091382	9.637837864	9.481489219	9.587169529	12.39653524	9.676793577	9.779681403	10.98635938	11.04413521	9.544192151	9.531285419	11.5975857	10.53171809	10.73421453	9.536406127	9.434102631	9.596262422	9.600606098	11.27035239	10.73497412	11.33706318	11.14476631	9.475750929	10.51997353	9.704287025	9.515225034	10.85380642	11.84920636	11.21971319	9.369671297	9.653412061	10.77908808	9.834601684	10.82139505	9.694638477	9.688572282	9.625915679	9.412879252	10.27627534	11.53951949	11.77096445	10.81468423	12.73041162	11.02658691	9.858940956	9.587802905	12.60485672	9.985892098	11.2681676	9.657259907	13.47432774	9.646234939	12.34494696	12.51720063	12.06971586	9.683864943	10.24494524	10.70305734	12.40851628	10.60079278	11.09677264	12.65894775	10.46392352	11.71330861	9.776037493	9.938666259	12.70676453	12.09996446	10.39401209	9.717589072	9.853350295	13.51974456	12.16645913	10.71278656	12.57306082	12.70552892	11.53961037	11.42968763	10.55631873	9.852286935	10.93629353	12.65302544	12.06124385	9.668830395	11.91607392	12.84104972	12.00420803	11.81389108	12.00669258	12.05775338	12.62592743	11.92709794	11.77362018	12.40336598	11.60450022	12.09823883	11.83767449	13.31126835	11.63647678	11.84840126	12.05441221	12.37172359	12.08243941	12.39950312	12.11341352	10.73598149	12.48589662	10.75026972	12.25175805
CDKN1B	10.83650882	11.9305298	10.80505136	11.42335471	11.09954972	11.3450947	12.13938823	11.64823505	11.40433093	11.44645138	12.62607999	11.27158589	11.00391323	11.43191129	11.68265808	11.54863668	10.9664806	11.42806687	11.2077022	10.96980929	11.52814692	11.34545076	11.74043462	11.01676045	11.45260073	10.8462649	11.79967089	12.20671455	10.77126414	11.18841721	11.40075134	13.69621314	12.2503885	11.0250249	11.80605864	11.54523549	11.61528842	11.30594378	10.45217103	11.1693094	11.05391847	10.96474258	12.10007344	11.57886178	11.94859128	10.6523947	12.02492655	11.30096607	11.23068169	10.96822689	11.1371929	11.75965345	11.55980393	11.32796761	11.76086681	11.45421757	11.44010424	11.87657928	11.20943022	11.55681249	11.26939188	11.52058691	11.21848686	11.28882096	11.22887529	11.55564122	12.69454256	11.62712071	11.47478156	11.31211739	11.33658884	11.47571897	11.30951451	11.43586335	11.35275151	11.85022271	11.71683634	11.45295829	11.18939847	11.04023417	11.32147347	11.20092557	10.43731357	10.68678133	10.82047582	10.87819994	10.91025297	12.66350638	11.39012401	13.48736948	11.29545191	12.62564094	11.18874169	11.52451785	11.81828853	11.40065329	11.53838876	11.43179637	11.13594396	11.03919699	11.23090257	11.52010205	11.31222455	10.50105058	11.59822785	11.4989914	11.56798698	11.72141393	11.98689524	11.10438078	10.85378648	11.40053106	11.43375321	10.66039209	11.4338213	11.68186238	11.75467909	10.88331334	11.71338577	11.20915205	12.02417645	11.53961421	11.43336059	11.32352749	12.25736725	10.96565551	11.98205341	11.55665952	11.6310374	11.66538937	13.19326581	11.19974232	12.66740106	11.44952521	11.42563866	12.07654087	12.52999794	11.04624811	11.32888554	11.32595969	11.23111424	11.26243761	11.75538924	11.18433489	11.04265742	11.855914	11.11701141	11.26820358	11.22334326	11.37159929	11.68086293	11.44336675	11.0513785	11.43754474	11.24065049	11.350215	12.05235152	11.42551238	11.41246646	10.93593792	10.9037364	12.8168511	11.15588594	12.06723741	11.41193179	12.7778391	12.29550515	11.85351649	12.95221863	11.7842346	11.46584797	11.26201307	11.54337947	11.11486105	12.96227165	10.88126363	11.57591391	12.30131218	11.51780016	11.49555738	12.27235569	11.57112218	12.07502126	10.89925971	11.71892921	12.20506739	11.31900946	12.01985457	10.507663	11.77863027	11.11565868	11.38335862	11.6214926	11.58014526	11.01332306	11.72370462	11.36021944	10.80829763	12.98998598	11.54479352	10.35406557	11.37418296	11.72462103	12.59801186	11.49637319	12.32240511	11.09053004	11.34597749	12.28235196	11.05053692	10.98273826	11.02549095	11.73937642	11.55227297	11.02831938	10.79331851	11.0856591	8.959707409	11.27398236	11.55005586	11.76519971	10.53365895	11.56960066	11.01145558	10.98532183	11.27216228	12.25967513	11.3973104	10.95355272	11.00426585	11.06385115	10.98704696	11.25679024	11.19050751	10.78755992	11.45037391	11.20293247	11.96190707	10.71636631	11.34524618	11.42835787	12.78062476	11.66872997	11.09084699	12.27541526	12.46855658	11.39232326	12.02477456	12.67353638	12.77130811	11.02525249	10.95605795	12.64242801	11.62859552	12.40703925	11.33954505	11.65549245	10.91827381	11.47181154	11.52178684	11.73015984	11.74099142	11.47790925	11.37116712	11.66904941	11.79299654	11.4386623	10.78691477	11.41479284	11.35400239	11.01450497	11.10872936	11.34759685	10.50507483	10.59925315	11.207883	11.99017584	11.20590167	11.05468646	10.70271664	10.77781777	11.02172039	11.75585802	11.55380002	10.4867176	11.66386042	11.95300928	11.99586694	13.71418801	11.51052164	11.50072604	11.41597771	11.75365283	11.38803151	12.15286501	11.99996623	11.60166068	11.14066156	11.76224986	12.18017999	10.64816615	12.1674062	11.36963657	11.37723654	12.57021325	13.70666174	11.84740929	11.35057994	12.11056452	11.25300449	11.62166985	10.75081651	11.41542891	11.63926719	11.13803888	10.70215729	11.10133768	10.90205284	11.63150806	10.96407726	10.83733584	11.23909597	10.45721668	11.15390882	12.16326608	11.72658292	11.64374041	11.75979175	11.0016691	12.97849154	11.40976054	12.04145415	11.83043919	11.92069355	12.2433281	11.954193	9.167445722	9.103870297	13.40519581	12.45375704	12.56729964	12.79285381	11.89812644	12.47842554	12.67126359	12.29006472	11.9055482	12.28280353	13.20164242	12.21399514	11.41948361	11.78682285	12.68845195	11.21706217	11.44901928	11.68646041	12.06978897	10.90137606	11.09155282	10.89877534	11.1828796	12.73197266	10.96975361	12.29913039	11.005725	12.11286243	11.10055761	11.80422782	11.06385829	11.46824106	11.60278301	11.06680667	12.1278856	10.95792561	10.88154939	11.29406301	11.2463969	10.88748672	11.06610923	11.39554529	11.58021605	11.97761247	11.44458438	12.07158216	11.08156533	11.31454583	11.18630025	11.60931107	11.35981842	11.22687655	11.39199379	11.1908948	11.34519757	11.06361304	11.63536023	11.00628476	11.27299978	11.08086336	11.42335964	11.21646972	11.16084259	11.68527292	12.09239336	11.07527174	11.87467385	11.15650685	9.08612094	11.47168765	11.58907538	11.5238385	10.56123252	11.32156734	11.30769446	11.7442455	11.24246295	11.48883	11.45661192	11.67643653	10.95295463	11.38443856	11.04038383	11.57158389	11.53128315	11.16620294	11.41343151	11.67300609	10.84713755	11.79959133	11.97415474	11.70125504	11.72411912	11.80377985	12.4035399	11.15116648	11.58343247	11.20671364	11.19458829	11.56865648	12.50862956	11.50641452	11.27901637	11.20157699	10.72959535	11.69015023	11.38011144	11.20181652	10.92783726	10.415448	10.99577294	12.34138975	10.9411633	11.90048893	11.88326429	11.95866756	11.66277607	10.77104374	10.12115539	11.64854461	11.16498488	11.54335997	11.79190043	11.69935145	12.29897049	11.95531295	12.12189736	11.11686408	11.52255543	11.41630805	10.86708231	11.98333961	12.12655766	12.2366262	12.86514559	11.98072756	12.0326637	13.254118	11.58317758	12.18833315	12.73390831	11.7351444	12.00647952	11.5871806	13.0056335	11.94268446	12.16694689	12.28230275	13.1466414	12.28278876	11.28206931	11.24965264	11.26026082	10.76562569	11.1657489	12.09981906	11.70941135	11.90352932	11.44506816	10.86838774	12.19179309	12.11966337	11.42919095	12.36550801	11.45275012	11.237111	12.84712311	12.29334566	11.82289822	12.22770502	12.5385688	11.72916686	10.99204863	11.90658043	11.93059939	11.80761554	11.33762247	12.37387195	11.26890932	11.64281545	11.92502504	10.70156916	11.87535709	12.07975857	11.46763622	11.34795693	11.52483316	12.08007656	12.18624624	11.8923958	11.46228273	11.03988342	10.53782957	11.27871127	11.27572597	11.42434942	12.45118117	11.85912118	11.79898806	11.27724001	11.51454588	11.37586735	12.44469469	11.98289478	11.62333542	11.3032869	11.37887266	11.89124194	11.14218036	11.12739894	11.75059724	11.56033351	12.20674011	11.15696412	12.1438763	11.28252305	10.71204956	11.204217	11.59633885	12.32069699	11.35417609	13.43216998	11.83655777	10.96557918	11.12764278	11.70439214	12.60077447	11.68273493	11.04033096	11.94237734	10.29977427	12.10425156	11.89030768	11.00420808	11.19270386	11.76739032	12.22273221	10.8226355	11.45793067	11.93679869	12.17083955	12.41931677	11.39361247	12.26486676	12.75439747	11.00241234	11.74672226	11.84723859	12.26333594	11.97913371	12.7380539	10.30487104	11.35615442	10.65509329	10.73148696	11.93278013	12.40364329	10.9100957	12.28783493	11.32940421	10.58526812	11.19450366	11.24191423	11.99923797	11.41058431	11.33643174	10.91426946	13.38808259	12.72881768	11.26978802	12.69050281	12.73712538	12.15603703	10.79046523	12.32609496	10.73409556	11.84621128	12.01091183	11.67934837	11.246558	10.97002401	11.0533679	11.98800466	11.1924535	12.04769347	11.88759394	11.78343819	11.48559288	11.35416909	11.45345656	11.12761135	11.56131639	11.75167654	11.14074796	12.27422374	11.11404659	12.3240746	11.08137209	11.09626599	11.56811489	11.15807101	11.51348728	11.72996855	11.93538708	11.73281006	11.45707509	12.04614898	10.88077529	11.82417441	10.87059465	11.66332766	11.41628464	12.20284176	11.66398385	12.14857693	11.43049852	11.98528569	11.42361288	11.19582447	11.21319445	11.23738776	11.56110636	11.48012975	11.38824965	11.55098066	11.36638421	10.55351615	11.00865127	11.37001884	10.85246432	11.60930815	11.45836703	12.36923202	13.05881044	11.47377014	12.41114711	11.48311262
